permit_number,streetname,cross_street_1,cross_street_2,utility_contractor,permit_reason,utility_type,effective_date,expiration_date,status,cnn
24EXC-01669,UTAH ST,24TH ST,25TH ST,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Sidewalk/Curb:Street / Roadway:Sewer:Curb Ramp:Catch Basin,2024-07-22T00:00:00.000,2026-01-30T00:00:00.000,APPROVED,13045000
24EXC-01872,DUBOCE AVE,SCOTT ST,,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Curb Ramp:Sidewalk/Curb:Street / Roadway,2024-08-12T00:00:00.000,2025-08-08T00:00:00.000,APPROVED,26006000
25EXC-01863,24TH ST,TENNESSEE ST,MINNESOTA ST,Ronan Construction Inc.,Install new curb and gutter,Street Light:Sewer:Electric:Street / Roadway:Sidewalk/Curb:Landscaping:AWSS:Curb Ramp:Catch Basin,2025-04-14T00:00:00.000,2025-12-31T00:00:00.000,APPROVED,1323000
23EXC-05094,SUNSET BLVD,WAWONA ST,YORBA ST,R & S Construction Management Inc,Reconstruct Pavement,Traffic Signal:Street Light:Sewer:Catch Basin:Electric:Street / Roadway:Sidewalk/Curb:Curb Ramp,2024-01-02T00:00:00.000,2025-10-31T00:00:00.000,APPROVED,12289201
24EXC-00238,FOLSOM ST,11TH ST,NORFOLK ST,Mitchell Engineering. Inc.,Other,Catch Basin:Other:Traffic Signal:Landscaping:Street / Roadway:Electric:Curb Ramp:Sidewalk/Curb:Sewer,2024-04-01T00:00:00.000,2026-11-06T00:00:00.000,APPROVED,5683000
24EXC-04484,BEAUMONT AVE,LONE MOUNTAIN TER,TURK BLVD,Michael O'Shaugnessy Construction Inc.,Other,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp:Catch Basin:Bulb Out,2025-02-10T00:00:00.000,2026-04-15T00:00:00.000,APPROVED,2874000
24EXC-01669,18TH ST,CONNECTICUT ST,ARKANSAS ST,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Sidewalk/Curb:Street / Roadway:Sewer:Curb Ramp:Catch Basin,2024-07-22T00:00:00.000,2026-01-30T00:00:00.000,APPROVED,857000
23EXC-05094,SUNSET BLVD,TARAVAL ST,ULLOA ST,R & S Construction Management Inc,Reconstruct Pavement,Traffic Signal:Street Light:Sewer:Catch Basin:Electric:Street / Roadway:Sidewalk/Curb:Curb Ramp,2024-01-02T00:00:00.000,2025-10-31T00:00:00.000,APPROVED,12286101
25EXC-01096,MAYFLOWER ST,CARVER ST,BRADFORD ST,Pacific Gas & Electric,Other,Gas,2025-05-05T00:00:00.000,2025-06-02T00:00:00.000,ACTIVE,8876000
25EXC-02230,GEARY BLVD,05TH AVE,06TH AVE,Pacific Gas & Electric,Repair Leak,Gas,2025-05-05T00:00:00.000,2025-07-03T00:00:00.000,APPROVED,6061201
25EXC-00005,HAYES ST,LAGUNA ST,,R & S Construction Management Inc,Reconstruct Pavement,Electric:Street Light:Sidewalk/Curb:Sewer:Bulb Out:Curb Ramp,2025-02-17T00:00:00.000,2026-05-31T00:00:00.000,APPROVED,25932000
24EXC-03388,CAMBON DR,CARDENAS AVE,,"Esquivel Grading & Paving, Inc.",Corrosion Testing,Traffic Signal:Landscaping:Sewer:Catch Basin:Street / Roadway:Sidewalk/Curb:Electric:Curb Ramp,2025-01-13T00:00:00.000,2026-07-31T00:00:00.000,APPROVED,33531000
24EXC-00647,PIERCE ST,EDDY ST,ELLIS ST,"Precision Engineering, Inc.",Corrosion Testing,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp,2024-05-14T00:00:00.000,2026-06-07T00:00:00.000,APPROVED,10428000
24EXC-02265,BRYANT ST,PRECITA AVE,,Mitchell Engineering. Inc.,Install New Main,Street / Roadway:Sidewalk/Curb:Water Service:Curb Ramp:Sewer,2024-08-05T00:00:00.000,2026-06-09T00:00:00.000,APPROVED,21136000
23EXC-01009,FILLMORE ST,FULTON ST,MCALLISTER ST,Bay Area Lightworks,Place Conduit,Sidewalk/Curb:Traffic Signal:Street Light:Curb Ramp,2023-06-19T00:00:00.000,2025-06-17T00:00:00.000,APPROVED,5540000
23EXC-05069,HYDE ST,TURK ST,,Pacific Gas & Electric,Place Conduit,Electric,2025-04-07T00:00:00.000,2025-07-15T00:00:00.000,ACTIVE,24933000
24EXC-03388,14TH AVE,CALIFORNIA ST,CLEMENT ST,"Esquivel Grading & Paving, Inc.",Corrosion Testing,Traffic Signal:Landscaping:Sewer:Catch Basin:Street / Roadway:Sidewalk/Curb:Electric:Curb Ramp,2025-01-13T00:00:00.000,2026-07-31T00:00:00.000,APPROVED,554000
24EXC-00647,43RD AVE,ULLOA ST,,"Precision Engineering, Inc.",Corrosion Testing,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp,2024-05-14T00:00:00.000,2026-06-07T00:00:00.000,APPROVED,23457000
24EXC-04370,05TH ST,CYRIL MAGNIN ST \ MARKET ST,,"Esquivel Grading & Paving, Inc.",Pavement Preservation,Traffic Signal:Sewer:Sidewalk/Curb:Electric:Landscaping:Curb Ramp:Bulb Out,2024-12-05T00:00:00.000,2025-12-04T00:00:00.000,APPROVED,30739000
24EXC-01436,GERMANIA ST,WEBSTER ST,,"Esquivel Grading & Paving, Inc.",Repair Sidewalk,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp:Catch Basin,2024-06-03T00:00:00.000,2026-01-31T00:00:00.000,APPROVED,25886000
24EXC-01872,14TH AVE,CABRILLO ST,FULTON ST,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Curb Ramp:Sidewalk/Curb:Street / Roadway,2024-08-12T00:00:00.000,2025-08-08T00:00:00.000,APPROVED,559000
24EXC-02547,WEBSTER ST,JEFFERSON ST,MARINA BLVD,"JDB Construction, INC.",Corrosion Testing,Street / Roadway:Sewer:Curb Ramp:Catch Basin:Sidewalk/Curb,2024-09-01T00:00:00.000,2026-02-02T00:00:00.000,APPROVED,13565000
24EXC-03388,GRIJALVA DR,JUAN BAUTISTA CIR,,"Esquivel Grading & Paving, Inc.",Corrosion Testing,Traffic Signal:Landscaping:Sewer:Catch Basin:Street / Roadway:Sidewalk/Curb:Electric:Curb Ramp,2025-01-13T00:00:00.000,2026-07-31T00:00:00.000,APPROVED,23045000
24EXC-02891,24TH ST,SANCHEZ ST,,Basset Engineering,Install New Main,Street / Roadway:Curb Ramp:Sewer,2024-09-23T00:00:00.000,2025-10-03T00:00:00.000,APPROVED,25649000
24EXC-04874,POWELL ST,OFARRELL ST,GEARY ST,Bay Area Lightworks,Place Conduit,Street Light:Traffic Signal:Curb Ramp,2025-01-06T00:00:00.000,2026-05-31T00:00:00.000,APPROVED,10677000
23EXC-01009,FULTON ST,BUCHANAN ST,WEBSTER ST,Bay Area Lightworks,Place Conduit,Sidewalk/Curb:Traffic Signal:Street Light:Curb Ramp,2023-06-19T00:00:00.000,2025-06-17T00:00:00.000,APPROVED,5885002
24EXC-02284,CLAYTON ST,WALLER ST,FREDERICK ST,Michael O'Shaugnessy Construction Inc.,Replace Main,Street / Roadway:Sidewalk/Curb:AWSS:Bulb Out:Catch Basin:Sewer:Curb Ramp,2024-11-30T00:00:00.000,2026-02-15T00:00:00.000,APPROVED,4133000
25EXC-00538,COLLINGWOOD ST,MARKET ST,18TH ST,"Precision Engineering, Inc.",Corrosion Testing,Sidewalk/Curb:Street / Roadway:Sewer:Curb Ramp,2025-02-11T00:00:00.000,2025-06-05T00:00:00.000,APPROVED,4269000
24EXC-04102,16TH AVE,GEARY BLVD,,"Cratus, Inc.",Install New Main,Sidewalk/Curb:Electric:Water Service:Sewer,2025-01-02T00:00:00.000,2027-06-29T00:00:00.000,ACTIVE,27487000
24EXC-01436,CHENERY ST,CHARLES ST,MIGUEL ST \ WHITNEY ST,"Esquivel Grading & Paving, Inc.",Repair Sidewalk,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp:Catch Basin,2024-06-03T00:00:00.000,2026-01-31T00:00:00.000,APPROVED,3920000
24EXC-03587,FOLSOM ST,21ST ST,22ND ST,Bay Area Lightworks,Place Conduit,Sewer:Traffic Signal:Street Light:Curb Ramp,2024-09-30T00:00:00.000,2026-08-30T00:00:00.000,APPROVED,5696000
25EXC-01860,CESAR CHAVEZ ST,TENNESSEE ST,,Anvil Builders Inc,Place Facilities Underground,Water Service:Street / Roadway:Sidewalk/Curb:Sewer:Other:Electric,2025-06-11T00:00:00.000,2026-04-01T00:00:00.000,APPROVED,23538000
23EXC-01852,GRAFTON AVE,PLYMOUTH AVE,,Pacific Gas & Electric,Replace Main,Gas,2025-06-02T00:00:00.000,2025-10-24T00:00:00.000,APPROVED,22576000
25EXC-01454,23RD AVE,VICENTE ST,,Exaro Technologies Corporation,Prospecting,Sewer:Water Service,2025-04-28T00:00:00.000,2025-05-09T00:00:00.000,APPROVED,23176000
23EXC-02930,YORK ST,MARIPOSA ST,18TH ST,"JMB Construction, Inc.",Replace Main,AWSS:Water Service:Sidewalk/Curb:Sewer:Street / Roadway,2023-08-18T00:00:00.000,2026-01-11T00:00:00.000,APPROVED,13766000
24EXC-00151,FOERSTER ST,MONTEREY BLVD,JOOST AVE,M Squared Construction,Install New Main,Curb Ramp:Water Service,2024-02-21T00:00:00.000,2026-03-06T00:00:00.000,ACTIVE,5642000
24EXC-00994,GRANT AVE,COMMERCIAL ST,CLAY ST,R & S Construction Management Inc,Install New Curb Ramp,Traffic Signal:Street Light:Street / Roadway:Sidewalk/Curb:Curb Ramp,2024-07-30T00:00:00.000,2025-12-31T00:00:00.000,APPROVED,6394000
23EXC-01009,TURK ST,GOUGH ST,LAGUNA ST,Bay Area Lightworks,Place Conduit,Sidewalk/Curb:Traffic Signal:Street Light:Curb Ramp,2023-06-19T00:00:00.000,2025-06-17T00:00:00.000,APPROVED,12726000
24EXC-01872,10TH AVE,LAKE ST,CALIFORNIA ST,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Curb Ramp:Sidewalk/Curb:Street / Roadway,2024-08-12T00:00:00.000,2025-08-08T00:00:00.000,APPROVED,462000
24EXC-01872,LAKE ST,09TH AVE,10TH AVE,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Curb Ramp:Sidewalk/Curb:Street / Roadway,2024-08-12T00:00:00.000,2025-08-08T00:00:00.000,APPROVED,8017000
24EXC-03587,21ST ST,FOLSOM ST,SHOTWELL ST,Bay Area Lightworks,Place Conduit,Sewer:Traffic Signal:Street Light:Curb Ramp,2024-09-30T00:00:00.000,2026-08-30T00:00:00.000,APPROVED,1105000
24EXC-04970,MASONIC AVE,LOMA VISTA TER,ROOSEVELT WAY,"Bauman Landscape Construction, Inc.",Replace Sidewalk,Water Service:Pavement Preservation:Sewer:Catch Basin:Curb Ramp:Sidewalk/Curb:AWSS,2025-01-13T00:00:00.000,2025-09-09T00:00:00.000,APPROVED,8861001
24EXC-03388,BUCARELI DR,JUAN BAUTISTA CIR,,"Esquivel Grading & Paving, Inc.",Corrosion Testing,Traffic Signal:Landscaping:Sewer:Catch Basin:Street / Roadway:Sidewalk/Curb:Electric:Curb Ramp,2025-01-13T00:00:00.000,2026-07-31T00:00:00.000,APPROVED,23047000
24EXC-02891,SANCHEZ ST,23RD ST,ELIZABETH ST,Basset Engineering,Install New Main,Street / Roadway:Curb Ramp:Sewer,2024-09-23T00:00:00.000,2025-10-03T00:00:00.000,APPROVED,11527000
24EXC-00238,FOLSOM ST,JUNIPER ST,,Mitchell Engineering. Inc.,Other,Catch Basin:Other:Traffic Signal:Landscaping:Street / Roadway:Electric:Curb Ramp:Sidewalk/Curb:Sewer,2024-04-01T00:00:00.000,2026-11-06T00:00:00.000,APPROVED,24244000
24EXC-04484,11TH AVE,LAKE ST,CALIFORNIA ST,Michael O'Shaugnessy Construction Inc.,Other,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp:Catch Basin:Bulb Out,2025-02-10T00:00:00.000,2026-04-15T00:00:00.000,APPROVED,493000
24EXC-02547,05TH AVE,IRVING ST,JUDAH ST \ PARNASSUS AVE,"JDB Construction, INC.",Corrosion Testing,Street / Roadway:Sewer:Curb Ramp:Catch Basin:Sidewalk/Curb,2024-09-01T00:00:00.000,2026-02-02T00:00:00.000,APPROVED,286000
24EXC-00151,FOERSTER ST,JOOST AVE,MANGELS AVE,M Squared Construction,Install New Main,Curb Ramp:Water Service,2024-02-21T00:00:00.000,2026-03-06T00:00:00.000,ACTIVE,5643000
23EXC-02930,19TH ST,YORK ST,,"JMB Construction, Inc.",Replace Main,AWSS:Water Service:Sidewalk/Curb:Sewer:Street / Roadway,2023-08-18T00:00:00.000,2026-01-11T00:00:00.000,APPROVED,24009000
23EXC-01009,DIVISADERO ST,GROVE ST,FULTON ST,Bay Area Lightworks,Place Conduit,Sidewalk/Curb:Traffic Signal:Street Light:Curb Ramp,2023-06-19T00:00:00.000,2025-06-17T00:00:00.000,APPROVED,4804101
24EXC-02284,11TH ST,NATOMA ST,HOWARD ST,Michael O'Shaugnessy Construction Inc.,Replace Main,Street / Roadway:Sidewalk/Curb:AWSS:Bulb Out:Catch Basin:Sewer:Curb Ramp,2024-11-30T00:00:00.000,2026-02-15T00:00:00.000,APPROVED,511000
24EXC-00647,EDDY ST,BUCHANAN ST,WEBSTER ST,"Precision Engineering, Inc.",Corrosion Testing,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp,2024-05-14T00:00:00.000,2026-06-07T00:00:00.000,APPROVED,5070000
24EXC-04102,28TH AVE,CLEMENT ST,GEARY BLVD,"Cratus, Inc.",Install New Main,Sidewalk/Curb:Electric:Water Service:Sewer,2025-01-02T00:00:00.000,2027-06-29T00:00:00.000,ACTIVE,1578000
24EXC-03388,14TH AVE,LAKE ST,CALIFORNIA ST,"Esquivel Grading & Paving, Inc.",Corrosion Testing,Traffic Signal:Landscaping:Sewer:Catch Basin:Street / Roadway:Sidewalk/Curb:Electric:Curb Ramp,2025-01-13T00:00:00.000,2026-07-31T00:00:00.000,APPROVED,553000
24EXC-00151,JOOST AVE,EDNA ST,EDNA ST,M Squared Construction,Install New Main,Curb Ramp:Water Service,2024-02-21T00:00:00.000,2026-03-06T00:00:00.000,ACTIVE,7611000
24EXC-04484,ANNAPOLIS TER,TURK BLVD,,Michael O'Shaugnessy Construction Inc.,Other,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp:Catch Basin:Bulb Out,2025-02-10T00:00:00.000,2026-04-15T00:00:00.000,APPROVED,26395000
24EXC-03388,JENNINGS ST,NEWHALL ST,EVANS AVE \ MIDDLE POINT RD,"Esquivel Grading & Paving, Inc.",Corrosion Testing,Traffic Signal:Landscaping:Sewer:Catch Basin:Street / Roadway:Sidewalk/Curb:Electric:Curb Ramp,2025-01-13T00:00:00.000,2026-07-31T00:00:00.000,APPROVED,7471000
24EXC-00647,19TH AVE,ULLOA ST,VICENTE ST,"Precision Engineering, Inc.",Corrosion Testing,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp,2024-05-14T00:00:00.000,2026-06-07T00:00:00.000,APPROVED,922101
24EXC-03587,19TH ST,FOLSOM ST,SHOTWELL ST,Bay Area Lightworks,Place Conduit,Sewer:Traffic Signal:Street Light:Curb Ramp,2024-09-30T00:00:00.000,2026-08-30T00:00:00.000,APPROVED,968000
24EXC-03388,18TH AVE,LAKE ST,CALIFORNIA ST,"Esquivel Grading & Paving, Inc.",Corrosion Testing,Traffic Signal:Landscaping:Sewer:Catch Basin:Street / Roadway:Sidewalk/Curb:Electric:Curb Ramp,2025-01-13T00:00:00.000,2026-07-31T00:00:00.000,APPROVED,827000
24EXC-04970,22ND ST,DOUGLASS ST,WORTH ST,"Bauman Landscape Construction, Inc.",Replace Sidewalk,Water Service:Pavement Preservation:Sewer:Catch Basin:Curb Ramp:Sidewalk/Curb:AWSS,2025-01-13T00:00:00.000,2025-09-09T00:00:00.000,APPROVED,1209000
24EXC-03388,14TH AVE,CLEMENT ST,GEARY BLVD,"Esquivel Grading & Paving, Inc.",Corrosion Testing,Traffic Signal:Landscaping:Sewer:Catch Basin:Street / Roadway:Sidewalk/Curb:Electric:Curb Ramp,2025-01-13T00:00:00.000,2026-07-31T00:00:00.000,APPROVED,555000
24EXC-02891,DOUGLASS ST,25TH ST,CLIPPER ST,Basset Engineering,Install New Main,Street / Roadway:Curb Ramp:Sewer,2024-09-23T00:00:00.000,2025-10-03T00:00:00.000,APPROVED,4957000
24EXC-02891,24TH ST,GUERRERO ST,FAIR OAKS ST,Basset Engineering,Install New Main,Street / Roadway:Curb Ramp:Sewer,2024-09-23T00:00:00.000,2025-10-03T00:00:00.000,APPROVED,1353000
24EXC-04484,TURK ST,BRODERICK ST,SAINT JOSEPHS AVE,Michael O'Shaugnessy Construction Inc.,Other,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp:Catch Basin:Bulb Out,2025-02-10T00:00:00.000,2026-04-15T00:00:00.000,APPROVED,12735000
24EXC-01669,CAROLINA ST,MARIPOSA ST,18TH ST,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Sidewalk/Curb:Street / Roadway:Sewer:Curb Ramp:Catch Basin,2024-07-22T00:00:00.000,2026-01-30T00:00:00.000,APPROVED,3709000
24EXC-00647,PIERCE ST,CALIFORNIA ST,PERINE PL,"Precision Engineering, Inc.",Corrosion Testing,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp,2024-05-14T00:00:00.000,2026-06-07T00:00:00.000,APPROVED,10434000
24EXC-01436,CHURCH ST,RANDALL ST,,"Esquivel Grading & Paving, Inc.",Repair Sidewalk,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp:Catch Basin,2024-06-03T00:00:00.000,2026-01-31T00:00:00.000,APPROVED,21875000
24EXC-00238,COLUMBIA SQUARE ST,FOLSOM ST,HARRISON ST,Mitchell Engineering. Inc.,Other,Catch Basin:Other:Traffic Signal:Landscaping:Street / Roadway:Electric:Curb Ramp:Sidewalk/Curb:Sewer,2024-04-01T00:00:00.000,2026-11-06T00:00:00.000,APPROVED,4285000
24EXC-01669,EARL ST,LA SALLE AVE,KIRKWOOD AVE,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Sidewalk/Curb:Street / Roadway:Sewer:Curb Ramp:Catch Basin,2024-07-22T00:00:00.000,2026-01-30T00:00:00.000,APPROVED,5031000
23EXC-02930,HAMPSHIRE ST,MARIPOSA ST,,"JMB Construction, Inc.",Replace Main,AWSS:Water Service:Sidewalk/Curb:Sewer:Street / Roadway,2023-08-18T00:00:00.000,2026-01-11T00:00:00.000,APPROVED,24021000
24EXC-04484,TURK BLVD,CHABOT TER,TEMESCAL TER,Michael O'Shaugnessy Construction Inc.,Other,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp:Catch Basin:Bulb Out,2025-02-10T00:00:00.000,2026-04-15T00:00:00.000,APPROVED,12746000
24EXC-04484,CRESCENT AVE,COLLEGE AVE \ MISSION ST,LEESE ST,Michael O'Shaugnessy Construction Inc.,Other,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp:Catch Basin:Bulb Out,2025-02-10T00:00:00.000,2026-04-15T00:00:00.000,APPROVED,4484000
24EXC-04102,09TH AVE,GEARY BLVD,ANZA ST,"Cratus, Inc.",Install New Main,Sidewalk/Curb:Electric:Water Service:Sewer,2025-01-02T00:00:00.000,2027-06-29T00:00:00.000,ACTIVE,426000
24EXC-00647,CLAY ST,GOLDBERG LN,,"Precision Engineering, Inc.",Corrosion Testing,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp,2024-05-14T00:00:00.000,2026-06-07T00:00:00.000,APPROVED,30082000
25EXC-00254,MAIN ST,HARRISON ST,BRYANT ST,R & S Construction Management Inc,Install New Curb Ramp,Electric:Sidewalk/Curb:Sewer:Curb Ramp,2025-03-03T00:00:00.000,2026-12-31T00:00:00.000,APPROVED,8631000
24EXC-04970,BUENA VISTA TER,14TH ST,ROOSEVELT WAY,"Bauman Landscape Construction, Inc.",Replace Sidewalk,Water Service:Pavement Preservation:Sewer:Catch Basin:Curb Ramp:Sidewalk/Curb:AWSS,2025-01-13T00:00:00.000,2025-09-09T00:00:00.000,APPROVED,3360000
23EXC-01852,LAKEVIEW AVE,PLYMOUTH AVE,GRANADA AVE,Pacific Gas & Electric,Replace Main,Gas,2025-06-02T00:00:00.000,2025-10-24T00:00:00.000,APPROVED,8068000
24EXC-00238,FOLSOM ST,HAWTHORNE ST,03RD ST,Mitchell Engineering. Inc.,Other,Catch Basin:Other:Traffic Signal:Landscaping:Street / Roadway:Electric:Curb Ramp:Sidewalk/Curb:Sewer,2024-04-01T00:00:00.000,2026-11-06T00:00:00.000,APPROVED,5661000
24EXC-04679,06TH ST,JESSIE ST,MISSION ST,"Esquivel Grading & Paving, Inc.",Replace Sidewalk,Other:Street Light:Street / Roadway:Sidewalk/Curb:Landscaping:Sewer:Catch Basin:Electric:Bulb Out,2025-01-01T00:00:00.000,2025-12-31T00:00:00.000,APPROVED,328000
24EXC-03388,ANZA ST,SPRUCE ST,PARKER AVE,"Esquivel Grading & Paving, Inc.",Corrosion Testing,Traffic Signal:Landscaping:Sewer:Catch Basin:Street / Roadway:Sidewalk/Curb:Electric:Curb Ramp,2025-01-13T00:00:00.000,2026-07-31T00:00:00.000,APPROVED,2311000
25EXC-00538,20TH ST,TREAT AVE,FOLSOM ST,"Precision Engineering, Inc.",Corrosion Testing,Sidewalk/Curb:Street / Roadway:Sewer:Curb Ramp,2025-02-11T00:00:00.000,2025-06-05T00:00:00.000,APPROVED,1051000
24EXC-00671,PINE ST,TAYLOR ST,,Bay Area Lightworks,Place Conduit,Sidewalk/Curb:Street Light:Traffic Signal:Bulb Out:Curb Ramp,2024-04-08T00:00:00.000,2026-04-07T00:00:00.000,APPROVED,25089000
24EXC-01669,MINNESOTA ST,25TH ST,MINNESOTA ST,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Sidewalk/Curb:Street / Roadway:Sewer:Curb Ramp:Catch Basin,2024-07-22T00:00:00.000,2026-01-30T00:00:00.000,APPROVED,9060000
24EXC-04484,PALM AVE,CALIFORNIA ST,EUCLID AVE,Michael O'Shaugnessy Construction Inc.,Other,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp:Catch Basin:Bulb Out,2025-02-10T00:00:00.000,2026-04-15T00:00:00.000,APPROVED,10190000
25EXC-02009,04TH ST,BRANNAN ST,BLUXOME ST,Pacific Gas & Electric,Install New Main,Gas,2025-05-14T00:00:00.000,2025-06-11T00:00:00.000,ACTIVE,265000
24EXC-02284,ASHBURY ST,GROVE ST,HAYES ST,Michael O'Shaugnessy Construction Inc.,Replace Main,Street / Roadway:Sidewalk/Curb:AWSS:Bulb Out:Catch Basin:Sewer:Curb Ramp,2024-11-30T00:00:00.000,2026-02-15T00:00:00.000,APPROVED,2509000
24EXC-00647,PACHECO ST,33RD AVE,34TH AVE,"Precision Engineering, Inc.",Corrosion Testing,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp,2024-05-14T00:00:00.000,2026-06-07T00:00:00.000,APPROVED,10105000
24EXC-04808,FREMONT ST,MISSION ST,,R & S Construction Management Inc,Install New Curb Ramp,Curb Ramp:Bulb Out:AWSS:Air Raid Siren:Traffic Signal:Street Light:Street / Roadway:Sidewalk/Curb:Sewer:Catch Basin,2025-02-24T00:00:00.000,2027-07-08T00:00:00.000,APPROVED,24560000
24EXC-04484,BEAUMONT AVE,TURK BLVD,,Michael O'Shaugnessy Construction Inc.,Other,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp:Catch Basin:Bulb Out,2025-02-10T00:00:00.000,2026-04-15T00:00:00.000,APPROVED,26484000
24EXC-02284,GROVE ST,DR CARLTON B GOODLETT PL \ POLK ST,VAN NESS AVE,Michael O'Shaugnessy Construction Inc.,Replace Main,Street / Roadway:Sidewalk/Curb:AWSS:Bulb Out:Catch Basin:Sewer:Curb Ramp,2024-11-30T00:00:00.000,2026-02-15T00:00:00.000,APPROVED,6554000
24EXC-04102,GEARY BLVD,19TH AVE,20TH AVE,"Cratus, Inc.",Install New Main,Sidewalk/Curb:Electric:Water Service:Sewer,2025-01-02T00:00:00.000,2027-06-29T00:00:00.000,ACTIVE,6076201
24EXC-03498,CONNECTICUT ST,26TH ST,CESAR CHAVEZ ST,Mitchell Engineering. Inc.,Install service,Sidewalk/Curb:Street / Roadway:Other:Electric:AWSS,2024-12-02T00:00:00.000,2026-06-05T00:00:00.000,APPROVED,4352000
24EXC-04102,GEARY BLVD,02ND AVE,03RD AVE,"Cratus, Inc.",Install New Main,Sidewalk/Curb:Electric:Water Service:Sewer,2025-01-02T00:00:00.000,2027-06-29T00:00:00.000,ACTIVE,6058101
24EXC-00994,STOCKTON ST,STOCKTON TUNL \ SUTTER ST,,R & S Construction Management Inc,Install New Curb Ramp,Traffic Signal:Street Light:Street / Roadway:Sidewalk/Curb:Curb Ramp,2024-07-30T00:00:00.000,2025-12-31T00:00:00.000,APPROVED,24910000
23EXC-05094,SUNSET BLVD,QUINTARA ST,RIVERA ST,R & S Construction Management Inc,Reconstruct Pavement,Traffic Signal:Street Light:Sewer:Catch Basin:Electric:Street / Roadway:Sidewalk/Curb:Curb Ramp,2024-01-02T00:00:00.000,2025-10-31T00:00:00.000,APPROVED,12283101
24EXC-04022,MOULTRIE ST,EUGENIA AVE,CORTLAND AVE,bsm - test 2,Replace Sidewalk,Curb Ramp:Catch Basin:Traffic Signal:Street / Roadway:Sidewalk/Curb:Curb Ramp:Catch Basin:Traffic Signal:Street / Roadway:Sidewalk/Curb:Sidewalk/Curb,2024-10-17T00:00:00.000,2025-10-17T00:00:00.000,APPROVED,9414000
24EXC-02284,35TH AVE,CABRILLO ST,,Michael O'Shaugnessy Construction Inc.,Replace Main,Street / Roadway:Sidewalk/Curb:AWSS:Bulb Out:Catch Basin:Sewer:Curb Ramp,2024-11-30T00:00:00.000,2026-02-15T00:00:00.000,APPROVED,27829000
24EXC-04102,20TH AVE,CLEMENT ST,GEARY BLVD,"Cratus, Inc.",Install New Main,Sidewalk/Curb:Electric:Water Service:Sewer,2025-01-02T00:00:00.000,2027-06-29T00:00:00.000,ACTIVE,1000000
24EXC-00647,LAGUNA ST,LARCH ST,EDDY ST,"Precision Engineering, Inc.",Corrosion Testing,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp,2024-05-14T00:00:00.000,2026-06-07T00:00:00.000,APPROVED,7958002
24EXC-04484,ARGUELLO BLVD,EDWARD ST,BALBOA ST \ TURK BLVD,Michael O'Shaugnessy Construction Inc.,Other,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp:Catch Basin:Bulb Out,2025-02-10T00:00:00.000,2026-04-15T00:00:00.000,APPROVED,2425000
24EXC-01669,KIRKWOOD AVE,CORAL CT \ MARLIN CT,LA SALLE AVE,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Sidewalk/Curb:Street / Roadway:Sewer:Curb Ramp:Catch Basin,2024-07-22T00:00:00.000,2026-01-30T00:00:00.000,APPROVED,7889002
24EXC-00647,ORTEGA ST,17TH AVE,ANGLO ALY,"Precision Engineering, Inc.",Corrosion Testing,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp,2024-05-14T00:00:00.000,2026-06-07T00:00:00.000,APPROVED,10004000
24EXC-01872,17TH AVE,START: 1-99 BLOCK,LAKE ST,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Curb Ramp:Sidewalk/Curb:Street / Roadway,2024-08-12T00:00:00.000,2025-08-08T00:00:00.000,APPROVED,749000
