permit_number,streetname,cross_street_1,cross_street_2,utility_contractor,permit_reason,utility_type,effective_date,expiration_date,status,cnn,latitude,longitude
25EXC-01027,NATOMA ST,08TH ST,09TH ST,Ronan Construction Inc.,Install New Main,Pavement Preservation:Sidewalk/Curb:Sewer,2025-03-01,2026-04-30,APPROVED,9515000,37.7792998,-122.4088353
25EXC-01027,TEHAMA ST,08TH ST,09TH ST,Ronan Construction Inc.,Install New Main,Pavement Preservation:Sidewalk/Curb:Sewer,2025-03-01,2026-04-30,APPROVED,12477000,37.7815070,-122.4038732
25EXC-01027,LEAVENWORTH ST,EDDY ST,ELLIS ST,Ronan Construction Inc.,Install New Main,Pavement Preservation:Sidewalk/Curb:Sewer,2025-03-01,2026-04-30,APPROVED,8241000,37.7929927,-122.4161269
25EXC-01027,STEVENSON ST,06TH ST,07TH ST \ ODD FELLOWS WAY,Ronan Construction Inc.,Install New Main,Pavement Preservation:Sidewalk/Curb:Sewer,2025-03-01,2026-04-30,APPROVED,12171000,37.7885529,-122.4011753
25EXC-01027,CLAY ST,JONES ST,LEAVENWORTH ST,Ronan Construction Inc.,Install New Main,Pavement Preservation:Sidewalk/Curb:Sewer,2025-03-01,2026-04-30,APPROVED,4102000,37.7939619,-122.4087337
25EXC-01027,08TH ST,MINNA ST,NATOMA ST,Ronan Construction Inc.,Install New Main,Pavement Preservation:Sidewalk/Curb:Sewer,2025-03-01,2026-04-30,APPROVED,407000,,
25EXC-01027,CLEMENTINA ST,08TH ST,09TH ST,Ronan Construction Inc.,Install New Main,Pavement Preservation:Sidewalk/Curb:Sewer,2025-03-01,2026-04-30,APPROVED,4203000,37.7757163,-122.4102301
25EXC-01027,CLEMENTINA ST,KAPLAN LN,,Ronan Construction Inc.,Install New Main,Pavement Preservation:Sidewalk/Curb:Sewer,2025-03-01,2026-04-30,APPROVED,30016000,37.7757163,-122.4102301
25EXC-01027,LEAVENWORTH ST,TURK ST,EDDY ST,Ronan Construction Inc.,Install New Main,Pavement Preservation:Sidewalk/Curb:Sewer,2025-03-01,2026-04-30,APPROVED,8240000,37.7929927,-122.4161269
25EXC-01027,LEAVENWORTH ST,CLAY ST,WASHINGTON ST,Ronan Construction Inc.,Install New Main,Pavement Preservation:Sidewalk/Curb:Sewer,2025-03-01,2026-04-30,APPROVED,8252000,37.7929927,-122.4161269
25EXC-01027,WASHINGTON ST,LARKIN ST,POLK ST,Ronan Construction Inc.,Install New Main,Pavement Preservation:Sidewalk/Curb:Sewer,2025-03-01,2026-04-30,APPROVED,13431000,37.7953981,-122.4043766
25EXC-01027,LARKIN ST,WASHINGTON ST,JACKSON ST,Ronan Construction Inc.,Install New Main,Pavement Preservation:Sidewalk/Curb:Sewer,2025-03-01,2026-04-30,APPROVED,8144000,37.7782138,-122.4165219
25EXC-01027,CLEMENTINA ST,KAPLAN LN,03RD ST,Ronan Construction Inc.,Install New Main,Pavement Preservation:Sidewalk/Curb:Sewer,2025-03-01,2026-04-30,APPROVED,4197000,37.7757163,-122.4102301
25EXC-01027,08TH ST,NATOMA ST,HOWARD ST,Ronan Construction Inc.,Install New Main,Pavement Preservation:Sidewalk/Curb:Sewer,2025-03-01,2026-04-30,APPROVED,408000,,
25EXC-01027,08TH ST,MISSION ST,MINNA ST,Ronan Construction Inc.,Install New Main,Pavement Preservation:Sidewalk/Curb:Sewer,2025-03-01,2026-04-30,APPROVED,406000,,
25EXC-01027,07TH ST,CHARLES J BRENHAM PL \ MARKET ST,ODD FELLOWS WAY \ STEVENSON ST,Ronan Construction Inc.,Install New Main,Pavement Preservation:Sidewalk/Curb:Sewer,2025-03-01,2026-04-30,APPROVED,365000,,
25EXC-01027,LARKIN ST,WASHINGTON ST,,Ronan Construction Inc.,Install New Main,Pavement Preservation:Sidewalk/Curb:Sewer,2025-03-01,2026-04-30,APPROVED,25299000,37.7782138,-122.4165219
25EXC-01027,MISSION ST,ANGELOS ALY \ JULIA ST,08TH ST,Ronan Construction Inc.,Install New Main,Pavement Preservation:Sidewalk/Curb:Sewer,2025-03-01,2026-04-30,APPROVED,9102000,37.7927786,-122.3938173
25EXC-01027,GORDON ST,START: 1-99 BLOCK,HARRISON ST,Ronan Construction Inc.,Install New Main,Pavement Preservation:Sidewalk/Curb:Sewer,2025-03-01,2026-04-30,APPROVED,6304000,37.7731435,-122.4100695
25EXC-01027,LEAVENWORTH ST,OFARRELL ST,GEARY ST,Ronan Construction Inc.,Install New Main,Pavement Preservation:Sidewalk/Curb:Sewer,2025-03-01,2026-04-30,APPROVED,8243000,37.7929927,-122.4161269
25EXC-01027,08TH ST,CLEMENTINA ST,FOLSOM ST,Ronan Construction Inc.,Install New Main,Pavement Preservation:Sidewalk/Curb:Sewer,2025-03-01,2026-04-30,APPROVED,411000,,
25EXC-01027,LEAVENWORTH ST,SACRAMENTO ST,CLAY ST,Ronan Construction Inc.,Install New Main,Pavement Preservation:Sidewalk/Curb:Sewer,2025-03-01,2026-04-30,APPROVED,8251000,37.7929927,-122.4161269
25EXC-01027,CLAY ST,TORRENS CT,LARKIN ST,Ronan Construction Inc.,Install New Main,Pavement Preservation:Sidewalk/Curb:Sewer,2025-03-01,2026-04-30,APPROVED,4104002,37.7939619,-122.4087337
25EXC-01027,LEAVENWORTH ST,SUTTER ST,BUSH ST,Ronan Construction Inc.,Install New Main,Pavement Preservation:Sidewalk/Curb:Sewer,2025-03-01,2026-04-30,APPROVED,8246000,37.7929927,-122.4161269
25EXC-01115,IRWIN ST,07TH ST,08TH ST \ WISCONSIN ST,Pacific Gas & Electric,Install New Pole,Electric,2025-04-23,2025-05-21,APPROVED,7328000,37.7675627,-122.3985676
25EXC-01115,07TH ST,HOOPER ST,IRWIN ST,Pacific Gas & Electric,Install New Pole,Electric,2025-04-23,2025-05-21,APPROVED,381000,,
25EXC-01059,29TH ST,NOE ST,CASTRO ST \ DAY ST,Pacific Gas & Electric,Replace Pole,Electric,2025-05-15,2025-06-12,APPROVED,1634000,37.7440269,-122.4214075
25EXC-01143,DIAMOND ST,17TH ST,MARKET ST,Pacific Gas & Electric,Replace Pole,Electric,2025-04-16,2025-05-14,APPROVED,4736000,37.7340840,-122.4340066
25EXC-01143,DIAMOND ST,MARKET ST,18TH ST,Pacific Gas & Electric,Replace Pole,Electric,2025-04-16,2025-05-14,APPROVED,4737000,37.7340840,-122.4340066
25EXC-01141,03RD ST,FOLSOM ST,SAINT FRANCIS PL,Pacific Gas & Electric,Spot Paving,Gas,2025-04-07,2025-05-05,APPROVED,170000,,
25EXC-01083,SOUTH PARK,SOUTH PARK,JACK LONDON ALY,Pavement Coatings Co,Micro-surfacing,Pavement Preservation,2025-04-14,2025-05-30,APPROVED,12009101,37.7815898,-122.3939747
25EXC-01083,12TH ST,SOUTH VAN NESS AVE,HOWARD ST,Pavement Coatings Co,Micro-surfacing,Pavement Preservation,2025-04-14,2025-05-30,APPROVED,542000,37.7738314,-122.4195984
25EXC-01083,ELLIS ST,SCOTT ST,BEIDEMAN ST,Pavement Coatings Co,Micro-surfacing,Pavement Preservation,2025-04-14,2025-05-30,APPROVED,5190000,37.7813806,-122.4402682
25EXC-01083,JACK LONDON ALY,VARNEY PL,BRANNAN ST,Pavement Coatings Co,Micro-surfacing,Pavement Preservation,2025-04-14,2025-05-30,APPROVED,7358000,37.7812243,-122.3935291
25EXC-01083,PIERCE ST,ELLIS ST,OFARRELL ST,Pavement Coatings Co,Micro-surfacing,Pavement Preservation,2025-04-14,2025-05-30,APPROVED,10429000,37.7800754,-122.4354426
25EXC-01083,DELANO AVE,SANTA YSABEL AVE,,Pavement Coatings Co,Micro-surfacing,Pavement Preservation,2025-04-14,2025-05-30,APPROVED,22111000,37.7183058,-122.4462616
25EXC-01083,BEIDEMAN ST,ELLIS ST,,Pavement Coatings Co,Micro-surfacing,Pavement Preservation,2025-04-14,2025-05-30,APPROVED,26617000,37.7821001,-122.4383842
25EXC-01083,SOUTH PARK,SOUTH PARK,JACK LONDON ALY,Pavement Coatings Co,Micro-surfacing,Pavement Preservation,2025-04-14,2025-05-30,APPROVED,12009201,37.7815898,-122.3939747
25EXC-01083,BEIDEMAN ST,ELLIS ST,OFARRELL ST,Pavement Coatings Co,Micro-surfacing,Pavement Preservation,2025-04-14,2025-05-30,APPROVED,2882000,37.7821001,-122.4383842
25EXC-01083,SOUTH PARK,JACK LONDON ALY,SOUTH PARK,Pavement Coatings Co,Micro-surfacing,Pavement Preservation,2025-04-14,2025-05-30,APPROVED,12009202,37.7815898,-122.3939747
25EXC-01083,SOUTH PARK,SOUTH PARK,03RD ST,Pavement Coatings Co,Micro-surfacing,Pavement Preservation,2025-04-14,2025-05-30,APPROVED,12010000,37.7815898,-122.3939747
25EXC-01083,CLEMENTINA ST,SUMNER ST,,Pavement Coatings Co,Micro-surfacing,Pavement Preservation,2025-04-14,2025-05-30,APPROVED,24277000,37.7757163,-122.4102301
25EXC-01093,REBECCA LN,END: 1-99 BLOCK,,Pavement Coatings Co,Micro-surfacing,Pavement Preservation,2025-04-01,2025-06-27,APPROVED,50886000,37.7375643,-122.3826083
25EXC-01093,APOLLO ST,THORNTON AVE,,Pavement Coatings Co,Micro-surfacing,Pavement Preservation,2025-04-01,2025-06-27,APPROVED,20542000,37.7321887,-122.3978070
25EXC-01093,MADDUX AVE,THOMAS AVE,TOPEKA AVE,Pavement Coatings Co,Micro-surfacing,Pavement Preservation,2025-04-01,2025-06-27,APPROVED,8594000,37.7339580,-122.3984360
25EXC-01093,REY ST,VISITACION AVE,SUNNYDALE AVE,Pavement Coatings Co,Micro-surfacing,Pavement Preservation,2025-04-01,2025-06-27,APPROVED,10988000,37.7122191,-122.4116942
25EXC-01093,THORNTON AVE,VENUS ST,,Pavement Coatings Co,Micro-surfacing,Pavement Preservation,2025-04-01,2025-06-27,APPROVED,20541000,37.7310646,-122.4018709
25EXC-01093,MISSOURI ST,17TH ST,MARIPOSA ST,Pavement Coatings Co,Micro-surfacing,Pavement Preservation,2025-04-01,2025-06-27,APPROVED,9208000,37.7586615,-122.3961486
25EXC-01093,KEITH ST,FAIRFAX AVE,BOWMAN CT,Pavement Coatings Co,Micro-surfacing,Pavement Preservation,2025-04-01,2025-06-27,APPROVED,7778000,37.7299779,-122.3888569
25EXC-01093,REBECCA LN,KEITH ST,END: 1-99 BLOCK,Pavement Coatings Co,Micro-surfacing,Pavement Preservation,2025-04-01,2025-06-27,APPROVED,10949000,37.7375643,-122.3826083
25EXC-01093,REY ST,LELAND AVE,VISITACION AVE,Pavement Coatings Co,Micro-surfacing,Pavement Preservation,2025-04-01,2025-06-27,APPROVED,10987000,37.7122191,-122.4116942
25EXC-01093,CAMPBELL AVE,GOETTINGEN ST,SOMERSET ST,Pavement Coatings Co,Micro-surfacing,Pavement Preservation,2025-04-01,2025-06-27,APPROVED,3639000,37.7158290,-122.4082854
25EXC-01093,LEDYARD ST,MERCURY ST,THORNTON AVE \ VESTA ST,Pavement Coatings Co,Micro-surfacing,Pavement Preservation,2025-04-01,2025-06-27,APPROVED,8279000,37.7327679,-122.4015662
25EXC-01093,MADDUX AVE,THOMAS AVE,,Pavement Coatings Co,Micro-surfacing,Pavement Preservation,2025-04-01,2025-06-27,APPROVED,20731000,37.7339580,-122.3984360
25EXC-01093,NEWCOMB AVE,NEWHALL ST,PHELPS ST,Pavement Coatings Co,Micro-surfacing,Pavement Preservation,2025-04-01,2025-06-27,APPROVED,9554000,37.7329280,-122.3852305
25EXC-01093,SOMERSET ST,CAMPBELL AVE,SAN BRUNO AVE,Pavement Coatings Co,Micro-surfacing,Pavement Preservation,2025-04-01,2025-06-27,APPROVED,11975000,37.7277346,-122.4080394
25EXC-01093,JENNINGS ST,VAN DYKE AVE,WALLACE AVE,Pavement Coatings Co,Micro-surfacing,Pavement Preservation,2025-04-01,2025-06-27,APPROVED,7479000,37.7186296,-122.3962934
25EXC-01093,KEITH ST,REBECCA LN,,Pavement Coatings Co,Micro-surfacing,Pavement Preservation,2025-04-01,2025-06-27,APPROVED,33274000,37.7299779,-122.3888569
25EXC-01093,YOSEMITE AVE,LANE ST,MENDELL ST,Pavement Coatings Co,Micro-surfacing,Pavement Preservation,2025-04-01,2025-06-27,APPROVED,13784000,37.7276326,-122.3930564
25EXC-01093,LE CONTE AVE,MEADE AVE,LE CONTE CIR,Pavement Coatings Co,Micro-surfacing,Pavement Preservation,2025-04-01,2025-06-27,APPROVED,8231000,37.7177063,-122.3955793
25EXC-01221,MASON ST,ELWOOD ST,GEARY ST,Pacific Gas & Electric,Spot Paving,Gas,2025-04-14,2025-05-12,APPROVED,8803000,37.8070237,-122.4138979
25EXC-01093,BOWMAN CT,KEITH ST,,Pavement Coatings Co,Micro-surfacing,Pavement Preservation,2025-04-01,2025-06-27,APPROVED,33275000,37.7380776,-122.3824290
25EXC-00350,LAWRENCE AVE,MISSION ST,HURON AVE,Pacific Gas & Electric,Replace Pole,Electric,2025-05-01,2025-05-29,APPROVED,8179000,37.7105093,-122.4522533
25EXC-01093,KEITH ST,BOWMAN CT,REBECCA LN,Pavement Coatings Co,Micro-surfacing,Pavement Preservation,2025-04-01,2025-06-27,APPROVED,7779000,37.7299779,-122.3888569
25EXC-01093,QUINT ST,SCOTIA AVE,,Pavement Coatings Co,Micro-surfacing,Pavement Preservation,2025-04-01,2025-06-27,APPROVED,20736000,37.7453198,-122.3892389
25EXC-01093,SAWYER ST,SUNRISE WAY,CALGARY ST \ VELASCO AVE,Pavement Coatings Co,Micro-surfacing,Pavement Preservation,2025-04-01,2025-06-27,APPROVED,11669000,37.7111468,-122.4153188
25EXC-01093,AUGUSTA ST,WATERVILLE ST,ELMIRA ST,Pavement Coatings Co,Micro-surfacing,Pavement Preservation,2025-04-01,2025-06-27,APPROVED,2548000,37.7343751,-122.4040931
25EXC-01093,KEITH ST,REBECCA LN,HUDSON AVE,Pavement Coatings Co,Micro-surfacing,Pavement Preservation,2025-04-01,2025-06-27,APPROVED,7780000,37.7299779,-122.3888569
25EXC-01093,MADDUX AVE,SCOTIA AVE,,Pavement Coatings Co,Micro-surfacing,Pavement Preservation,2025-04-01,2025-06-27,APPROVED,20623000,37.7339580,-122.3984360
25EXC-01093,UNDERWOOD AVE,JENNINGS ST,KEITH ST,Pavement Coatings Co,Micro-surfacing,Pavement Preservation,2025-04-01,2025-06-27,APPROVED,12828000,37.7288582,-122.3902110
25EXC-01203,GRANT AVE,POST ST,ASHBURTON PL,Pacific Gas & Electric,Spot Paving,Gas,2025-04-14,2025-05-12,APPROVED,6384001,37.7919815,-122.4058566
25EXC-01203,GRANT AVE,ASHBURTON PL,CAMPTON PL,Pacific Gas & Electric,Spot Paving,Gas,2025-04-14,2025-05-12,APPROVED,6384002,37.7919815,-122.4058566
25EXC-01203,GRANT AVE,CAMPTON PL,TILLMAN PL,Pacific Gas & Electric,Spot Paving,Gas,2025-04-14,2025-05-12,APPROVED,6385000,37.7919815,-122.4058566
24EXC-02070,GOLDEN GATE AVE,MASONIC AVE,,Pacific Gas & Electric,Install New Main,Gas,2025-04-07,2025-12-31,APPROVED,26383000,37.7763066,-122.4576063
24EXC-02070,FULTON ST,CENTRAL AVE,MASONIC AVE,Pacific Gas & Electric,Install New Main,Gas,2025-04-07,2025-12-31,APPROVED,5895000,37.7776023,-122.4324154
25EXC-01248,BAY ST,HYDE ST,,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12,2026-03-06,APPROVED,25577000,37.8051538,-122.4174159
25EXC-01248,NORTH POINT ST,JONES ST,COLUMBUS AVE,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12,2026-03-06,APPROVED,9692000,37.8073357,-122.4076242
25EXC-01248,POLK ST,BAY ST,NORTH POINT ST,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12,2026-03-06,APPROVED,10586000,37.7826401,-122.4190976
25EXC-01248,MARINA BLVD,LYON ST,HWY 101 NORTHBOUND RAMP,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12,2026-03-06,APPROVED,15215101,37.8051406,-122.4327434
25EXC-01248,BEACH ST,LARKIN ST,POLK ST,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12,2026-03-06,APPROVED,2847000,37.8066980,-122.4202659
25EXC-01366,FILLMORE ST,LAUSSAT ST,HAIGHT ST,Pacific Gas & Electric,Replace Pole,Sidewalk/Curb,2025-05-05,2025-06-02,APPROVED,5533000,37.7711813,-122.4302734
25EXC-01248,BAY ST,LARKIN ST,NORTH VIEW CT,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12,2026-03-06,APPROVED,2782000,37.8051538,-122.4174159
24EXC-02070,FULTON ST,MASONIC AVE,,Pacific Gas & Electric,Install New Main,Gas,2025-04-07,2025-12-31,APPROVED,26379000,37.7776023,-122.4324154
25EXC-01248,BAY ST,NORTH VIEW CT,POLK ST,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12,2026-03-06,APPROVED,2783000,37.8051538,-122.4174159
24EXC-02070,WOOD ST,GEARY BLVD,ANZA ST,Pacific Gas & Electric,Install New Main,Gas,2025-04-07,2025-12-31,APPROVED,13706000,37.7838613,-122.4486845
25EXC-01248,MARINA BLVD,MARINA BLVD,LYON ST,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12,2026-03-06,APPROVED,8709202,37.8051406,-122.4327434
25EXC-01248,BEACH ST,POLK ST,END: 900-999 BLOCK,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12,2026-03-06,APPROVED,2848000,37.8066980,-122.4202659
25EXC-01248,LARKIN ST,NORTH POINT ST,,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12,2026-03-06,APPROVED,25589000,37.7782138,-122.4165219
24EXC-02070,HAYES ST,CENTRAL AVE,MASONIC AVE,Pacific Gas & Electric,Install New Main,Gas,2025-04-07,2025-12-31,APPROVED,6829000,37.7765747,-122.4254657
25EXC-01248,LYON ST,MARINA BLVD \ MASON ST \ YACHT RD,,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12,2026-03-06,APPROVED,27027000,37.7972474,-122.4471345
25EXC-01248,HYDE ST,BERGEN ALY,NORTH POINT ST,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12,2026-03-06,APPROVED,7150000,37.8061965,-122.4204771
25EXC-01248,JEFFERSON ST,TAYLOR ST,JONES ST,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12,2026-03-06,APPROVED,7457000,37.8055918,-122.4363850
24EXC-02070,ANZA ST,SPRUCE ST,PARKER AVE,Pacific Gas & Electric,Install New Main,Gas,2025-04-07,2025-12-31,APPROVED,2311000,37.7809708,-122.4481544
25EXC-01248,MARINA BLVD,BRODERICK ST,BAKER ST,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12,2026-03-06,APPROVED,8708101,37.8051406,-122.4327434
25EXC-01248,MARINA BLVD,LYON ST,HWY 101 NORTHBOUND RAMP,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12,2026-03-06,APPROVED,15215201,37.8051406,-122.4327434
25EXC-01248,JONES ST,NORTH POINT ST,BEACH ST,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12,2026-03-06,APPROVED,7601000,37.7816214,-122.4121472
24EXC-02070,MASONIC AVE,GROVE ST,HAYES ST,Pacific Gas & Electric,Install New Main,Gas,2025-04-07,2025-12-31,APPROVED,8850000,37.7683633,-122.4449306
24EXC-02070,MASONIC AVE,ANZA ST \ OFARRELL ST,EWING TER,Pacific Gas & Electric,Install New Main,Gas,2025-04-07,2025-12-31,APPROVED,8844201,37.7683633,-122.4449306
25EXC-01248,NORTH POINT ST,LEAVENWORTH ST,HYDE ST,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12,2026-03-06,APPROVED,9694000,37.8073357,-122.4076242
25EXC-01248,GIRARD RD,GORGAS AVE \ HWY 101 SOUTHBOUND RAMP \ MARINA BLVD,,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12,2026-03-06,APPROVED,54239000,37.8022744,-122.4527825
24EXC-02070,PARKER AVE,TURK BLVD,,Pacific Gas & Electric,Install New Main,Gas,2025-04-07,2025-12-31,APPROVED,26481000,37.7827716,-122.4544244
24EXC-02070,ANZA ST,WOOD ST,,Pacific Gas & Electric,Install New Main,Gas,2025-04-07,2025-12-31,APPROVED,26463000,37.7809708,-122.4481544
24EXC-02070,ANZA ST,MASONIC AVE \ OFARRELL ST,WOOD ST,Pacific Gas & Electric,Install New Main,Gas,2025-04-07,2025-12-31,APPROVED,2305000,37.7809708,-122.4481544
25EXC-01248,JONES ST,BAY ST,NORTH POINT ST,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12,2026-03-06,APPROVED,7600000,37.7816214,-122.4121472
25EXC-01248,VAN NESS AVE,NORTH POINT ST,BEACH ST,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12,2026-03-06,APPROVED,13174101,37.7962338,-122.4234105
25EXC-01248,HYDE ST,FRANCISCO ST,BAY ST,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12,2026-03-06,APPROVED,7148000,37.8061965,-122.4204771
25EXC-01248,BAKER ST,MARINA BLVD,,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12,2026-03-06,APPROVED,27020000,37.7778429,-122.4417905
25EXC-01248,LEAVENWORTH ST,BAY ST,NORTH POINT ST,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12,2026-03-06,APPROVED,8272000,37.7929927,-122.4161269
25EXC-01248,LARKIN ST,NORTH POINT ST,BEACH ST,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12,2026-03-06,APPROVED,8157000,37.7782138,-122.4165219
24EXC-02070,MASONIC AVE,MCALLISTER ST,FULTON ST,Pacific Gas & Electric,Install New Main,Gas,2025-04-07,2025-12-31,APPROVED,8848000,37.7683633,-122.4449306
25EXC-01248,LARKIN ST,BAY ST,NORTH POINT ST,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12,2026-03-06,APPROVED,8156000,37.7782138,-122.4165219
25EXC-01248,MARINA BLVD,BRODERICK ST,BAKER ST,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12,2026-03-06,APPROVED,8708201,37.8051406,-122.4327434
24EXC-02070,MASONIC AVE,GOLDEN GATE AVE,MCALLISTER ST,Pacific Gas & Electric,Install New Main,Gas,2025-04-07,2025-12-31,APPROVED,8847000,37.7683633,-122.4449306
24EXC-02070,ANZA ST,MASONIC AVE \ OFARRELL ST,,Pacific Gas & Electric,Install New Main,Gas,2025-04-07,2025-12-31,APPROVED,26400000,37.7809708,-122.4481544
25EXC-01248,BERGEN ALY,HYDE ST,END: 1-99 BLOCK,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12,2026-03-06,APPROVED,2934000,37.8052257,-122.4205363
24EXC-02070,GROVE ST,MASONIC AVE,ASHBURY ST,Pacific Gas & Electric,Install New Main,Gas,2025-04-07,2025-12-31,APPROVED,6569000,37.7788553,-122.4152106
24EXC-02070,HAYES ST,MASONIC AVE,,Pacific Gas & Electric,Install New Main,Gas,2025-04-07,2025-12-31,APPROVED,26376000,37.7765747,-122.4254657
24EXC-02070,GROVE ST,MASONIC AVE,,Pacific Gas & Electric,Install New Main,Gas,2025-04-07,2025-12-31,APPROVED,26377000,37.7788553,-122.4152106
24EXC-02070,FELL ST,MASONIC AVE,ASHBURY ST,Pacific Gas & Electric,Install New Main,Gas,2025-04-07,2025-12-31,APPROVED,5456000,37.7739815,-122.4383368
25EXC-01248,LEAVENWORTH ST,FRANCISCO ST,BAY ST,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12,2026-03-06,APPROVED,8271000,37.7929927,-122.4161269
25EXC-01248,LYON ST,PALACE DR,,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12,2026-03-06,APPROVED,51476000,37.7972474,-122.4471345
25EXC-01248,LEAVENWORTH ST,NORTH POINT ST,COLUMBUS AVE,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12,2026-03-06,APPROVED,8273000,37.7929927,-122.4161269
25EXC-01248,BERGEN ALY,HYDE ST,,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12,2026-03-06,APPROVED,25578000,37.8052257,-122.4205363
25EXC-01248,YACHT RD,LYON ST \ MARINA BLVD \ MASON ST,END: 1-99 BLOCK,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12,2026-03-06,APPROVED,13745000,37.8071506,-122.4459776
24EXC-02070,HAYES ST,MASONIC AVE,ASHBURY ST,Pacific Gas & Electric,Install New Main,Gas,2025-04-07,2025-12-31,APPROVED,6830000,37.7765747,-122.4254657
24EXC-02070,MASONIC AVE,HAYES ST,FELL ST,Pacific Gas & Electric,Install New Main,Gas,2025-04-07,2025-12-31,APPROVED,8851000,37.7683633,-122.4449306
25EXC-01248,BAY ST,LARKIN ST,,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12,2026-03-06,APPROVED,25583000,37.8051538,-122.4174159
24EXC-02070,TURK BLVD,PARKER AVE,BEAUMONT AVE,Pacific Gas & Electric,Install New Main,Gas,2025-04-07,2025-12-31,APPROVED,12748000,37.7791850,-122.4427275
25EXC-01248,POLK ST,NORTH POINT ST,BEACH ST,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12,2026-03-06,APPROVED,10587000,37.7826401,-122.4190976
24EXC-02070,MASONIC AVE,EWING TER,TURK BLVD,Pacific Gas & Electric,Install New Main,Gas,2025-04-07,2025-12-31,APPROVED,8845101,37.7683633,-122.4449306
